Skill	Skill-Unterkategorie	Bewertung	Standort	Skill Dauer	Anzahl Mitarbeiter
LaTeX	Standardsoftware	2	Stuttgart	3	1
LaTeX	Standardsoftware	2	Unterhaching	1	3
LaTeX	Standardsoftware	2	Unterhaching	2	8
LaTeX	Standardsoftware	2	Unterhaching	3	2
LaTeX	Standardsoftware	2	Unterhaching	4	2
LaTeX	Standardsoftware	2	Wien	1	2
LaTeX	Standardsoftware	2	Wien	2	2
LaTeX	Standardsoftware	2	Wien	4	1
LaTeX	Standardsoftware	3	Hamburg	4	1
LaTeX	Standardsoftware	3	Offenbach	1	1
LaTeX	Standardsoftware	3	Offenbach	4	1
LaTeX	Standardsoftware	3	Unterhaching	3	1
LaTeX	Standardsoftware	3	Unterhaching	4	2
LaTeX	Standardsoftware	3	Wien	3	1
LaTeX	Standardsoftware	4	Offenbach	4	1
LDAP	Framework	1	Hamburg	1	3
LDAP	Framework	1	Hamburg	2	1
LDAP	Framework	1	Offenbach	1	1
LDAP	Framework	1	Unterhaching	1	1
LDAP	Framework	1	Unterhaching	2	1
LDAP	Framework	1	Unterhaching	3	1
LDAP	Framework	1	Unterhaching	4	1
LDAP	Framework	1	Wien	1	1
LDAP	Framework	1	Wien	2	1
LDAP	Framework	2	Hamburg	2	2
LDAP	Framework	2	Hamburg	3	1
LDAP	Framework	2	Hamburg	4	1
LDAP	Framework	2	Offenbach	1	1
LDAP	Framework	2	Unterhaching	1	2
LDAP	Framework	2	Unterhaching	2	2
LDAP	Framework	2	Unterhaching	3	1
LDAP	Framework	2	Wien	2	1
LDAP	Framework	3	Unterhaching	2	1
Less	Ohne Zuordnung	1	Wien	1	1
Liferay	Framework	1	Hamburg	1	4
Liferay	Framework	1	Hamburg	2	1
Liferay	Framework	1	Offenbach	1	2
Liferay	Framework	1	Offenbach	2	1
Liferay	Framework	1	Unterhaching	1	2
Liferay	Framework	1	Unterhaching	2	1
Liferay	Framework	2	Hamburg	2	2
Liferay	Framework	2	Offenbach	1	1
Liferay	Framework	2	Offenbach	2	1
Liferay	Framework	2	Unterhaching	2	3
Liferay	Framework	2	Unterhaching	3	1
Liferay	Framework	2	Unterhaching	4	1
Liferay	Framework	3	Hamburg	2	1
Liferay	Framework	3	Hamburg	3	1
Liferay	Framework	3	Offenbach	2	1
Liferay	Framework	3	Offenbach	3	1
Liferay	Framework	3	Stuttgart	1	1
Liferay	Framework	4	Hamburg	4	1
LIN-Bus	Sonstiges (Technologie)	2	Unterhaching	3	1
Linux	Betriebssystem	1	Hamburg	1	2
Linux	Betriebssystem	1	Hamburg	2	2
Linux	Betriebssystem	1	Hamburg	4	1
Linux	Betriebssystem	1	Offenbach	1	1
Linux	Betriebssystem	1	Offenbach	2	1
Linux	Betriebssystem	1	Offenbach	4	1
Linux	Betriebssystem	1	Stuttgart	1	1
Linux	Betriebssystem	1	Stuttgart	2	1
Linux	Betriebssystem	1	Stuttgart	3	1
Linux	Betriebssystem	1	Unterhaching	1	4
Linux	Betriebssystem	1	Unterhaching	2	3
Linux	Betriebssystem	1	Unterhaching	3	2
Linux	Betriebssystem	1	Unterhaching	4	3
Linux	Betriebssystem	1	Wien	3	2
Linux	Betriebssystem	1	Wien	4	1
Linux	Betriebssystem	2	Hamburg	2	2
Linux	Betriebssystem	2	Hamburg	3	4
Linux	Betriebssystem	2	Hamburg	4	5
Linux	Betriebssystem	2	Offenbach	1	3
Linux	Betriebssystem	2	Offenbach	3	2
Linux	Betriebssystem	2	Offenbach	4	4
Linux	Betriebssystem	2	Stuttgart	2	1
Linux	Betriebssystem	2	Stuttgart	3	3
Linux	Betriebssystem	2	Stuttgart	4	2
Linux	Betriebssystem	2	Unterhaching	1	1
Linux	Betriebssystem	2	Unterhaching	2	4
Linux	Betriebssystem	2	Unterhaching	3	10
Linux	Betriebssystem	2	Unterhaching	4	4
Linux	Betriebssystem	2	Wien	1	1
Linux	Betriebssystem	2	Wien	3	2
Linux	Betriebssystem	2	Wien	4	3
Linux	Betriebssystem	3	Hamburg	3	1
Linux	Betriebssystem	3	Hamburg	4	8
Linux	Betriebssystem	3	Offenbach	1	1
Linux	Betriebssystem	3	Offenbach	4	1
Linux	Betriebssystem	3	Unterhaching	1	3
Linux	Betriebssystem	3	Unterhaching	3	4
Linux	Betriebssystem	3	Unterhaching	4	5
Linux	Betriebssystem	3	Wien	4	1
Liquibase	DBMS	1	Hamburg	1	4
Liquibase	DBMS	1	Hamburg	2	2
Liquibase	DBMS	1	Hamburg	3	1
Liquibase	DBMS	1	Stuttgart	1	1
Liquibase	DBMS	1	Unterhaching	1	2
Liquibase	DBMS	1	Unterhaching	2	1
Liquibase	DBMS	2	Hamburg	2	2
Liquibase	DBMS	2	Offenbach	1	1
Liquibase	DBMS	2	Offenbach	3	1
Liquibase	DBMS	2	Unterhaching	2	1
Liquibase	DBMS	2	Wien	2	1
Liquibase	DBMS	2	Wien	3	1
Liquibase	DBMS	3	Hamburg	2	1
Liquibase	DBMS	3	Hamburg	3	1
Liquibase	DBMS	4	Unterhaching	3	1
Lisp	Sprache	1	Offenbach	1	1
Lisp	Sprache	1	Offenbach	4	1
Log4J	Framework	1	Hamburg	1	1
Log4J	Framework	1	Hamburg	2	1
Log4J	Framework	1	Hamburg	4	1
Log4J	Framework	1	Offenbach	1	1
Log4J	Framework	1	Offenbach	4	1
Log4J	Framework	1	Stuttgart	1	1
Log4J	Framework	1	Unterhaching	1	4
Log4J	Framework	1	Unterhaching	2	3
Log4J	Framework	1	Unterhaching	3	2
Log4J	Framework	1	Unterhaching	4	1
Log4J	Framework	1	Wien	2	1
Log4J	Framework	1	Wien	4	1
Log4J	Framework	2	Hamburg	2	3
Log4J	Framework	2	Hamburg	3	4
Log4J	Framework	2	Offenbach	2	2
Log4J	Framework	2	Offenbach	3	1
Log4J	Framework	2	Unterhaching	2	1
Log4J	Framework	2	Unterhaching	3	3
Log4J	Framework	2	Unterhaching	4	1
Log4J	Framework	2	Wien	4	1
Log4J	Framework	3	Offenbach	4	3
Log4J	Framework	3	Unterhaching	3	2
Log4J	Framework	3	Unterhaching	4	2
Log4J	Framework	3	Wien	3	2
Log4J	Framework	3	Wien	4	2
Logstash	Framework	1	Hamburg	1	1
Logstash	Framework	1	Hamburg	2	1
Logstash	Framework	1	Offenbach	1	1
Logstash	Framework	2	Hamburg	2	2
Logstash	Framework	2	Offenbach	2	1
Logstash	Framework	2	Stuttgart	3	1
Logstash	Framework	2	Unterhaching	2	1
Logstash	Framework	2	Wien	2	1
Logstash	Framework	3	Unterhaching	3	1
Logstash	Framework	3	Unterhaching	4	1
Lotus Notes	Werkzeug	1	Hamburg	2	1
Lotus Notes	Werkzeug	1	Hamburg	3	1
Lotus Notes	Werkzeug	1	Offenbach	1	2
Lotus Notes	Werkzeug	1	Offenbach	3	1
Lotus Notes	Werkzeug	1	Offenbach	4	2
Lotus Notes	Werkzeug	1	Unterhaching	1	1
Lotus Notes	Werkzeug	1	Unterhaching	2	1
Lotus Notes	Werkzeug	2	Hamburg	2	1
Lotus Notes	Werkzeug	2	Offenbach	2	1
Lotus Notes	Werkzeug	2	Offenbach	4	3
Lotus Notes	Werkzeug	2	Wien	3	2
Lua	Sprache	1	Unterhaching	1	1
Lua	Sprache	3	Hamburg	3	1
Lucene	Framework	1	Hamburg	1	1
Lucene	Framework	1	Hamburg	2	1
Lucene	Framework	1	Offenbach	1	1
Lucene	Framework	1	Offenbach	2	1
Lucene	Framework	1	Unterhaching	1	4
Lucene	Framework	1	Unterhaching	2	1
Lucene	Framework	1	Unterhaching	3	1
Lucene	Framework	1	Wien	1	3
Lucene	Framework	2	Offenbach	4	1
Lucene	Framework	2	Wien	1	1
Lucene	Framework	2	Wien	3	1
Lucene	Framework	3	Hamburg	3	1
Machbarkeitsanalyse	AnfMgt	1	Unterhaching	1	1
Machbarkeitsanalyse	AnfMgt	2	Unterhaching	2	1
Machbarkeitsanalyse	AnfMgt	2	Unterhaching	4	1
Machbarkeitsanalyse	AnfMgt	3	Unterhaching	4	1
Machine Learning	Sprache	1	Offenbach	2	1
Machine Learning	Sprache	1	Unterhaching	1	4
Machine Learning	Sprache	1	Unterhaching	3	1
Machine Learning	Sprache	1	Wien	1	1
Machine Learning	Sprache	1	Wien	2	1
Machine Learning	Sprache	2	Hamburg	1	1
Machine Learning	Sprache	2	Stuttgart	2	1
Machine Learning	Sprache	2	Unterhaching	1	1
Machine Learning	Sprache	2	Unterhaching	3	1
Machine Learning	Sprache	3	Unterhaching	4	1
MagicDraw	Sonstiges (Technologie)	1	Unterhaching	1	2
MagicDraw	Sonstiges (Technologie)	1	Wien	1	2
MagicDraw	Sonstiges (Technologie)	2	Unterhaching	1	1
MagicDraw	Sonstiges (Technologie)	2	Unterhaching	2	1
MagicDraw	Sonstiges (Technologie)	2	Unterhaching	4	1
Magnolia CMS	Sonstiges (Technologie)	2	Wien	2	1
make	Build	1	Unterhaching	3	1
make	Build	2	Hamburg	3	1
make	Build	2	Offenbach	3	2
make	Build	2	Offenbach	4	1
make	Build	2	Unterhaching	4	1
make	Build	3	Hamburg	4	1
Maple	Werkzeug	1	Wien	2	1
Maple	Werkzeug	2	Offenbach	2	1
Maple	Werkzeug	2	Unterhaching	2	1
MapReduce	DBMS	1	Hamburg	1	1
MapReduce	DBMS	1	Unterhaching	1	2
MapReduce	DBMS	1	Wien	1	2
MapReduce	DBMS	2	Hamburg	1	1
MapReduce	DBMS	2	Hamburg	2	1
MapReduce	DBMS	2	Hamburg	3	1
MapReduce	DBMS	2	Unterhaching	1	1
MapReduce	DBMS	3	Unterhaching	1	1
MapStruct	Framework	1	Wien	1	1
MapStruct	Framework	2	Hamburg	2	2
MapStruct	Framework	2	Unterhaching	1	1
MapStruct	Framework	3	Hamburg	2	1
MapStruct	Framework	3	Hamburg	3	1
MariaDB	DBMS	1	Hamburg	1	2
MariaDB	DBMS	2	Hamburg	2	1
MariaDB	DBMS	2	Wien	3	1
MariaDB	DBMS	3	Hamburg	2	1
Markdown	Sprache	1	Hamburg	1	2
Markdown	Sprache	1	Wien	1	2
Markdown	Sprache	2	Hamburg	2	1
Markdown	Sprache	2	Hamburg	3	1
Markdown	Sprache	2	Unterhaching	2	3
Markdown	Sprache	3	Hamburg	4	1
Markdown	Sprache	3	Offenbach	3	1
Mathematica	Werkzeug	1	Offenbach	1	1
Mathematica	Werkzeug	1	Wien	3	1
Mathematica	Werkzeug	3	Unterhaching	2	1
Mathematik	Ohne Zuordnung	2	Offenbach	3	1
Mathematik	Ohne Zuordnung	3	Hamburg	4	1
Mathematik	Ohne Zuordnung	3	Stuttgart	4	1
Matlab	Werkzeug	1	Hamburg	1	3
Matlab	Werkzeug	1	Unterhaching	1	2
Matlab	Werkzeug	1	Unterhaching	2	4
Matlab	Werkzeug	1	Wien	1	3
Matlab	Werkzeug	2	Offenbach	2	1
Matlab	Werkzeug	2	Unterhaching	1	1
Matlab	Werkzeug	2	Unterhaching	2	1
Matlab	Werkzeug	2	Wien	3	1
Matlab	Werkzeug	3	Offenbach	1	1
Matlab	Werkzeug	3	Unterhaching	1	2
Maven	Build	1	Hamburg	1	6
Maven	Build	1	Hamburg	2	3
Maven	Build	1	Hamburg	3	1
Maven	Build	1	Offenbach	2	2
Maven	Build	1	Stuttgart	1	4
Maven	Build	1	Unterhaching	1	11
Maven	Build	1	Unterhaching	2	3
Maven	Build	1	Unterhaching	3	3
Maven	Build	1	Wien	1	1
Maven	Build	1	Wien	2	2
Maven	Build	2	Hamburg	1	1
Maven	Build	2	Hamburg	2	2
Maven	Build	2	Hamburg	3	2
Maven	Build	2	Hamburg	4	1
Maven	Build	2	Offenbach	1	4
Maven	Build	2	Offenbach	2	2
Maven	Build	2	Stuttgart	1	1
Maven	Build	2	Stuttgart	4	1
Maven	Build	2	Unterhaching	1	5
Maven	Build	2	Unterhaching	2	6
Maven	Build	2	Unterhaching	3	5
Maven	Build	2	Unterhaching	4	1
Maven	Build	2	Wien	1	3
Maven	Build	2	Wien	2	1
Maven	Build	2	Wien	3	3
Maven	Build	3	Hamburg	1	1
Maven	Build	3	Hamburg	3	8
Maven	Build	3	Hamburg	4	1
Maven	Build	3	Offenbach	1	1
Maven	Build	3	Offenbach	2	2
Maven	Build	3	Offenbach	4	2
Maven	Build	3	Stuttgart	1	3
Maven	Build	3	Unterhaching	1	3
Maven	Build	3	Unterhaching	3	6
Maven	Build	3	Unterhaching	4	4
Maven	Build	3	Wien	3	3
Maven	Build	4	Stuttgart	3	1
Maven	Build	4	Unterhaching	4	1
MDA	Vorgehen	1	Unterhaching	2	1
MDA	Vorgehen	1	Wien	1	1
MDA	Vorgehen	2	Hamburg	3	1
MDA	Vorgehen	2	Offenbach	2	1
MDA	Vorgehen	2	Wien	4	1
MDA	Vorgehen	3	Stuttgart	3	1
MediaWiki	Sonstiges (Technologie)	1	Hamburg	1	1
MediaWiki	Sonstiges (Technologie)	1	Hamburg	2	1
MediaWiki	Sonstiges (Technologie)	1	Wien	3	1
MediaWiki	Sonstiges (Technologie)	2	Hamburg	3	2
MediaWiki	Sonstiges (Technologie)	2	Hamburg	4	1
Mercurial	Build	1	Hamburg	1	1
Mercurial	Build	1	Unterhaching	1	2
Mercurial	Build	1	Wien	1	1
Mercurial	Build	2	Hamburg	2	1
Mercurial	Build	2	Unterhaching	2	1
Mercurial	Build	2	Wien	1	1
Mercurial	Build	3	Unterhaching	3	1
Mockito	Framework	1	Hamburg	1	2
Mockito	Framework	1	Offenbach	1	3
Mockito	Framework	1	Unterhaching	1	6
Mockito	Framework	1	Unterhaching	2	3
Mockito	Framework	1	Unterhaching	4	1
Mockito	Framework	1	Wien	1	2
Mockito	Framework	1	Wien	3	1
Mockito	Framework	2	Hamburg	1	1
Mockito	Framework	2	Hamburg	2	6
Mockito	Framework	2	Hamburg	3	2
Mockito	Framework	2	Offenbach	1	1
Mockito	Framework	2	Offenbach	2	2
Mockito	Framework	2	Stuttgart	2	1
Mockito	Framework	2	Unterhaching	2	3
Mockito	Framework	2	Unterhaching	3	4
Mockito	Framework	2	Unterhaching	4	1
Mockito	Framework	2	Wien	1	1
Mockito	Framework	2	Wien	2	2
Mockito	Framework	3	Wien	3	1
Model Driven Software Development	Vorgehen	1	Hamburg	1	4
Model Driven Software Development	Vorgehen	1	Offenbach	2	1
Model Driven Software Development	Vorgehen	1	Unterhaching	1	1
Model Driven Software Development	Vorgehen	2	Hamburg	3	1
Model Driven Software Development	Vorgehen	2	Offenbach	1	1
Model Driven Software Development	Vorgehen	2	Offenbach	2	2
Model Driven Software Development	Vorgehen	2	Stuttgart	4	1
Model Driven Software Development	Vorgehen	2	Unterhaching	2	1
Model Driven Software Development	Vorgehen	2	Unterhaching	3	1
Model Driven Software Development	Vorgehen	2	Wien	1	1
Model Driven Software Development	Vorgehen	2	Wien	2	1
Model Driven Software Development	Vorgehen	2	Wien	3	1
Model Driven Software Development	Vorgehen	2	Wien	4	1
Model Driven Software Development	Vorgehen	3	Stuttgart	1	1
Model Driven Software Development	Vorgehen	3	Unterhaching	4	2
Model Driven Software Development	Vorgehen	4	Offenbach	3	1
Moderationstechniken	Sonstiges (Methodik)	1	Wien	2	1
Moderationstechniken	Sonstiges (Methodik)	2	Offenbach	4	1
Moderationstechniken	Sonstiges (Methodik)	2	Unterhaching	2	1
Moderationstechniken	Sonstiges (Methodik)	2	Unterhaching	3	1
Moderationstechniken	Sonstiges (Methodik)	2	Wien	3	1
Moderationstechniken	Sonstiges (Methodik)	3	Hamburg	3	1
MongoDB	DBMS	1	Hamburg	1	5
MongoDB	DBMS	1	Hamburg	2	1
MongoDB	DBMS	1	Offenbach	1	1
MongoDB	DBMS	1	Stuttgart	1	1
MongoDB	DBMS	1	Unterhaching	1	5
MongoDB	DBMS	1	Unterhaching	2	1
MongoDB	DBMS	1	Wien	1	2
MongoDB	DBMS	1	Wien	2	1
MongoDB	DBMS	2	Hamburg	1	2
MongoDB	DBMS	2	Hamburg	2	1
MongoDB	DBMS	2	Offenbach	2	2
MongoDB	DBMS	2	Offenbach	3	1
MongoDB	DBMS	2	Unterhaching	2	1
MongoDB	DBMS	2	Wien	1	1
MongoDB	DBMS	2	Wien	2	1
MongoDB	DBMS	2	Wien	3	1
MongoDB	DBMS	3	Hamburg	2	1
MongoDB	DBMS	3	Stuttgart	3	1
MS Access	DBMS	2	Stuttgart	4	1
MS Excel	Standardsoftware	1	Hamburg	1	4
MS Excel	Standardsoftware	1	Hamburg	2	1
MS Excel	Standardsoftware	1	Hamburg	4	1
MS Excel	Standardsoftware	1	Offenbach	1	1
MS Excel	Standardsoftware	1	Offenbach	4	2
MS Excel	Standardsoftware	1	Stuttgart	4	1
MS Excel	Standardsoftware	1	Unterhaching	1	2
MS Excel	Standardsoftware	1	Unterhaching	3	3
MS Excel	Standardsoftware	1	Unterhaching	4	3
MS Excel	Standardsoftware	1	Wien	1	1
MS Excel	Standardsoftware	1	Wien	4	1
MS Excel	Standardsoftware	2	Hamburg	2	3
MS Excel	Standardsoftware	2	Hamburg	3	2
MS Excel	Standardsoftware	2	Hamburg	4	2
MS Excel	Standardsoftware	2	Offenbach	3	1
MS Excel	Standardsoftware	2	Offenbach	4	3
MS Excel	Standardsoftware	2	Stuttgart	3	1
MS Excel	Standardsoftware	2	Stuttgart	4	2
MS Excel	Standardsoftware	2	Unterhaching	2	4
MS Excel	Standardsoftware	2	Unterhaching	3	3
MS Excel	Standardsoftware	2	Unterhaching	4	15
MS Excel	Standardsoftware	2	Wien	3	3
MS Excel	Standardsoftware	2	Wien	4	4
MS Excel	Standardsoftware	3	Hamburg	4	1
MS Excel	Standardsoftware	3	Offenbach	3	1
MS Excel	Standardsoftware	3	Offenbach	4	5
MS Excel	Standardsoftware	3	Stuttgart	4	2
MS Excel	Standardsoftware	3	Unterhaching	3	1
MS Excel	Standardsoftware	3	Unterhaching	4	7
MS Excel	Standardsoftware	3	Wien	4	4
MS Excel	Standardsoftware	4	Hamburg	4	1
MS Excel	Standardsoftware	4	Unterhaching	4	2
MS Office	Standardsoftware	1	Hamburg	1	2
MS Office	Standardsoftware	1	Hamburg	2	1
MS Office	Standardsoftware	1	Hamburg	4	1
MS Office	Standardsoftware	1	Offenbach	1	1
MS Office	Standardsoftware	1	Offenbach	4	1
MS Office	Standardsoftware	1	Unterhaching	1	3
MS Office	Standardsoftware	1	Unterhaching	3	1
MS Office	Standardsoftware	1	Unterhaching	4	2
MS Office	Standardsoftware	1	Wien	1	1
MS Office	Standardsoftware	1	Wien	4	1
MS Office	Standardsoftware	2	Hamburg	2	2
MS Office	Standardsoftware	2	Hamburg	3	3
MS Office	Standardsoftware	2	Hamburg	4	4
MS Office	Standardsoftware	2	Offenbach	3	1
MS Office	Standardsoftware	2	Offenbach	4	3
MS Office	Standardsoftware	2	Stuttgart	3	1
MS Office	Standardsoftware	2	Stuttgart	4	2
MS Office	Standardsoftware	2	Unterhaching	2	3
MS Office	Standardsoftware	2	Unterhaching	3	3
MS Office	Standardsoftware	2	Unterhaching	4	17
MS Office	Standardsoftware	2	Wien	4	4
MS Office	Standardsoftware	3	Hamburg	4	2
MS Office	Standardsoftware	3	Offenbach	4	6
MS Office	Standardsoftware	3	Stuttgart	1	1
MS Office	Standardsoftware	3	Stuttgart	4	3
MS Office	Standardsoftware	3	Unterhaching	3	1
MS Office	Standardsoftware	3	Unterhaching	4	5
MS Office	Standardsoftware	3	Wien	3	1
MS Office	Standardsoftware	3	Wien	4	5
MS Office	Standardsoftware	4	Offenbach	4	1
MS Office	Standardsoftware	4	Unterhaching	4	1
MS Powerpoint	Standardsoftware	1	Hamburg	1	2
MS Powerpoint	Standardsoftware	1	Hamburg	2	1
MS Powerpoint	Standardsoftware	1	Hamburg	4	1
MS Powerpoint	Standardsoftware	1	Offenbach	1	1
MS Powerpoint	Standardsoftware	1	Offenbach	4	4
MS Powerpoint	Standardsoftware	1	Stuttgart	4	1
MS Powerpoint	Standardsoftware	1	Unterhaching	2	1
MS Powerpoint	Standardsoftware	1	Unterhaching	3	2
MS Powerpoint	Standardsoftware	1	Unterhaching	4	4
MS Powerpoint	Standardsoftware	1	Wien	1	1
MS Powerpoint	Standardsoftware	1	Wien	3	1
MS Powerpoint	Standardsoftware	1	Wien	4	1
MS Powerpoint	Standardsoftware	2	Hamburg	2	2
MS Powerpoint	Standardsoftware	2	Hamburg	3	5
MS Powerpoint	Standardsoftware	2	Hamburg	4	2
MS Powerpoint	Standardsoftware	2	Offenbach	2	2
MS Powerpoint	Standardsoftware	2	Offenbach	4	4
MS Powerpoint	Standardsoftware	2	Stuttgart	3	1
MS Powerpoint	Standardsoftware	2	Stuttgart	4	3
MS Powerpoint	Standardsoftware	2	Unterhaching	2	2
MS Powerpoint	Standardsoftware	2	Unterhaching	3	5
MS Powerpoint	Standardsoftware	2	Unterhaching	4	10
MS Powerpoint	Standardsoftware	2	Wien	2	1
MS Powerpoint	Standardsoftware	2	Wien	4	4
MS Powerpoint	Standardsoftware	3	Hamburg	4	2
MS Powerpoint	Standardsoftware	3	Offenbach	4	1
MS Powerpoint	Standardsoftware	3	Stuttgart	4	2
MS Powerpoint	Standardsoftware	3	Unterhaching	4	6
MS Powerpoint	Standardsoftware	3	Wien	3	1
MS Powerpoint	Standardsoftware	3	Wien	4	3
MS Powerpoint	Standardsoftware	4	Offenbach	4	1
MS Powerpoint	Standardsoftware	4	Unterhaching	4	1
MS Project	PM	1	Hamburg	1	2
MS Project	PM	1	Hamburg	2	1
MS Project	PM	1	Offenbach	4	1
MS Project	PM	1	Stuttgart	1	1
MS Project	PM	1	Unterhaching	1	3
MS Project	PM	1	Unterhaching	3	1
MS Project	PM	1	Zürich	2	1
MS Project	PM	2	Hamburg	1	1
MS Project	PM	2	Hamburg	4	1
MS Project	PM	2	Offenbach	3	1
MS Project	PM	2	Offenbach	4	1
MS Project	PM	2	Stuttgart	1	1
MS Project	PM	2	Stuttgart	4	1
MS Project	PM	2	Unterhaching	1	1
MS Project	PM	2	Unterhaching	2	4
MS Project	PM	2	Unterhaching	3	2
MS Project	PM	2	Unterhaching	4	1
MS Project	PM	2	Wien	1	1
MS Project	PM	2	Wien	3	1
MS Project	PM	2	Zürich	2	1
MS Project	PM	3	Hamburg	4	1
MS Project	PM	3	Offenbach	4	2
MS Project	PM	3	Stuttgart	4	1
MS Project	PM	3	Unterhaching	1	1
MS Project	PM	3	Unterhaching	4	1
MS Project	PM	3	Wien	4	1
MS SQL Server	DBMS	1	Hamburg	1	2
MS SQL Server	DBMS	1	Offenbach	1	1
MS SQL Server	DBMS	1	Stuttgart	1	2
MS SQL Server	DBMS	1	Unterhaching	1	4
MS SQL Server	DBMS	1	Unterhaching	2	4
MS SQL Server	DBMS	1	Wien	1	3
MS SQL Server	DBMS	1	Wien	2	2
MS SQL Server	DBMS	1	Wien	3	1
MS SQL Server	DBMS	2	Hamburg	1	1
MS SQL Server	DBMS	2	Hamburg	2	2
MS SQL Server	DBMS	2	Hamburg	3	1
MS SQL Server	DBMS	2	Stuttgart	1	1
MS SQL Server	DBMS	2	Stuttgart	2	1
MS SQL Server	DBMS	2	Stuttgart	4	1
MS SQL Server	DBMS	2	Unterhaching	1	3
MS SQL Server	DBMS	2	Unterhaching	2	4
MS SQL Server	DBMS	2	Unterhaching	3	5
MS SQL Server	DBMS	2	Unterhaching	4	1
MS SQL Server	DBMS	2	Wien	1	1
MS SQL Server	DBMS	2	Wien	2	1
MS SQL Server	DBMS	2	Wien	3	4
MS SQL Server	DBMS	2	Wien	4	1
MS SQL Server	DBMS	3	Hamburg	2	1
MS SQL Server	DBMS	3	Offenbach	1	1
MS SQL Server	DBMS	3	Stuttgart	1	1
MS SQL Server	DBMS	3	Unterhaching	1	1
MS SQL Server	DBMS	3	Unterhaching	2	1
MS SQL Server	DBMS	3	Unterhaching	4	1
MS SQL Server	DBMS	3	Wien	3	1
MS Visio	Werkzeug	1	Hamburg	2	2
MS Visio	Werkzeug	1	Hamburg	3	1
MS Visio	Werkzeug	1	Offenbach	1	1
MS Visio	Werkzeug	1	Offenbach	2	1
MS Visio	Werkzeug	1	Offenbach	4	1
MS Visio	Werkzeug	1	Unterhaching	2	3
MS Visio	Werkzeug	1	Unterhaching	3	2
MS Visio	Werkzeug	1	Unterhaching	4	1
MS Visio	Werkzeug	1	Wien	1	3
MS Visio	Werkzeug	2	Hamburg	1	1
MS Visio	Werkzeug	2	Hamburg	2	1
MS Visio	Werkzeug	2	Hamburg	3	1
MS Visio	Werkzeug	2	Hamburg	4	1
MS Visio	Werkzeug	2	Offenbach	1	1
MS Visio	Werkzeug	2	Offenbach	2	1
MS Visio	Werkzeug	2	Offenbach	4	2
MS Visio	Werkzeug	2	Stuttgart	2	1
MS Visio	Werkzeug	2	Stuttgart	3	1
MS Visio	Werkzeug	2	Stuttgart	4	1
MS Visio	Werkzeug	2	Unterhaching	1	2
MS Visio	Werkzeug	2	Unterhaching	2	5
MS Visio	Werkzeug	2	Unterhaching	3	3
MS Visio	Werkzeug	2	Unterhaching	4	6
MS Visio	Werkzeug	2	Wien	2	2
MS Visio	Werkzeug	2	Wien	3	1
MS Visio	Werkzeug	2	Wien	4	2
MS Visio	Werkzeug	3	Hamburg	4	2
MS Visio	Werkzeug	3	Offenbach	3	1
MS Visio	Werkzeug	3	Unterhaching	1	1
MS Visio	Werkzeug	3	Unterhaching	4	1
MS Visio	Werkzeug	3	Wien	4	1
MS Visio	Werkzeug	4	Unterhaching	4	1
MS Word	Standardsoftware	1	Hamburg	1	2
MS Word	Standardsoftware	1	Hamburg	2	1
MS Word	Standardsoftware	1	Hamburg	4	1
MS Word	Standardsoftware	1	Offenbach	1	1
MS Word	Standardsoftware	1	Offenbach	4	2
MS Word	Standardsoftware	1	Stuttgart	4	1
MS Word	Standardsoftware	1	Unterhaching	2	2
MS Word	Standardsoftware	1	Unterhaching	3	2
MS Word	Standardsoftware	1	Unterhaching	4	3
MS Word	Standardsoftware	1	Wien	1	1
MS Word	Standardsoftware	1	Wien	4	2
MS Word	Standardsoftware	2	Hamburg	2	2
MS Word	Standardsoftware	2	Hamburg	3	2
MS Word	Standardsoftware	2	Hamburg	4	4
MS Word	Standardsoftware	2	Offenbach	3	1
MS Word	Standardsoftware	2	Offenbach	4	4
MS Word	Standardsoftware	2	Stuttgart	3	1
MS Word	Standardsoftware	2	Stuttgart	4	3
MS Word	Standardsoftware	2	Unterhaching	2	1
MS Word	Standardsoftware	2	Unterhaching	3	4
MS Word	Standardsoftware	2	Unterhaching	4	12
MS Word	Standardsoftware	2	Wien	3	1
MS Word	Standardsoftware	2	Wien	4	3
MS Word	Standardsoftware	3	Hamburg	4	2
MS Word	Standardsoftware	3	Offenbach	4	4
MS Word	Standardsoftware	3	Stuttgart	1	1
MS Word	Standardsoftware	3	Stuttgart	4	1
MS Word	Standardsoftware	3	Unterhaching	4	9
MS Word	Standardsoftware	3	Wien	4	5
MS Word	Standardsoftware	4	Offenbach	4	1
MS Word	Standardsoftware	4	Unterhaching	4	1
Murex	Ohne Zuordnung	3	Zürich	3	1
MySQL	DBMS	1	Hamburg	1	7
MySQL	DBMS	1	Hamburg	2	4
MySQL	DBMS	1	Offenbach	1	1
MySQL	DBMS	1	Offenbach	2	1
MySQL	DBMS	1	Offenbach	3	1
MySQL	DBMS	1	Stuttgart	1	3
MySQL	DBMS	1	Stuttgart	4	1
MySQL	DBMS	1	Unterhaching	1	9
MySQL	DBMS	1	Unterhaching	2	2
MySQL	DBMS	1	Unterhaching	3	2
MySQL	DBMS	1	Unterhaching	4	1
MySQL	DBMS	1	Wien	1	1
MySQL	DBMS	1	Zürich	3	1
MySQL	DBMS	2	Hamburg	1	6
MySQL	DBMS	2	Hamburg	2	4
